System,River,Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2_to_4,mean_temp_JunAug,mean_temp_MaySep,max_temp_JunAug,mean_discharge_MarMay,max_discharge_AprSep
Bristol Bay,Igushik,2007,1022674.96220155,0.0,0.0,0.0,0.0,0.0,1.21480173285298e-09,772529.875114685,202313.468254466,2902.69718406513,2.89730580812113e-07,0.0,40568.4355266669,4360.48612137021,1.2148025059678502e-09,0.0,0.0,0.0,1.2148025059678502e-09,1889371.76755295,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,669738.0,,,,,
Bristol Bay,Igushik,2008,1889371.76755295,0.0,1.13119719165744e-09,1.6967955218702401e-09,1.69679554073185e-09,0.0,1.6967952655060402e-09,596355.805920487,1273848.23723212,5339.89007832264,0.0,0.0,2016.94714179297,11810.8871802246,0.0,0.0,0.0,0.0,0.0,1585347.9934337,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,780918.0,,,,,
Bristol Bay,Igushik,2009,1585347.9934337,0.0,0.0,0.0,0.0,0.0,1.10618233898646e-09,326356.128009367,1202309.41578869,755.919060135027,0.0,0.0,16999.2444411081,38927.2861344,0.0,0.0,0.0,0.0,0.0,1407871.09000719,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,1086720.0,,,,,
Bristol Bay,Igushik,2010,1407871.09000719,0.0,1.09163902271005e-09,1066.22578903408,1.09164562315052e-09,0.0,0.0,187979.077791814,1169822.40676128,1105.8794948386,0.0,0.0,28673.866372149,18650.0163059104,0.0,573.617492156916,0.0,0.0,0.0,1015858.07373291,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.857522871956892,1770720.0,,,,,
Bristol Bay,Igushik,2011,1015858.07373291,0.0,1.1080813716656101e-09,1.1080813591187702e-09,0.0,0.0,1.15979149481922e-07,160642.145531697,782302.549399953,2298.42867826128,0.0,0.0,18501.216883357,51682.8267310651,0.0,0.0,430.906508461807,0.0,0.0,507189.868172084,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,1979640.0,,,,,
Bristol Bay,Igushik,2012,507189.868172084,0.0,6.21153745530883e-10,1.2423106107659e-09,8.282049476848401e-10,0.0,0.0,52686.8609321367,422953.075313434,2195.83484509148,0.0,0.0,16132.629716044,13221.4673653744,8.282049476848401e-10,0.0,0.0,0.0,0.0,692621.209994944,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,2082228.0,,,,,
Bristol Bay,Igushik,2013,692621.209994944,0.0,0.0,9.58545700894304e-10,0.0,0.0,6.39022566349399e-10,132117.475713107,513178.233217814,969.744617132663,0.0,0.0,38404.991747177,7950.76469971137,0.0,0.0,0.0,0.0,0.0,1436716.91799332,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,1453608.0,,,,,
Bristol Bay,Igushik,2014,1436716.91799332,0.0,810.74395629305,1.0393177328336901e-09,1.0393143059579e-09,0.0,1.03930486407699e-09,567822.62424548,752041.381145879,2844.02109371285,0.0,1.03930486407699e-09,56133.8770801535,56731.612785297,332.657686497096,0.0,0.0,0.0,0.0,1643325.82406809,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,1132746.0,,,,,
Bristol Bay,Igushik,2015,1643325.82406809,0.0,389.184475234677,1.4139071896836e-09,0.0,0.0,9.42662574591764e-10,507823.437922088,1132808.39252148,1.4139116580661101e-09,0.0,0.0,500.242195400093,1804.56695388163,1.8852155434132e-09,0.0,0.0,0.0,0.0,1850333.7032025,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,1001706.0,,,,,
Bristol Bay,Igushik,2016,1850333.7032025,0.0,0.0,1430.56566460453,1.64429819201756e-09,0.0,1.0962000837043e-09,364111.882177068,1460187.56497842,1.0961987943400301e-09,0.0,0.0,11164.5868371735,13439.1035452312,1.64429819201756e-09,0.0,0.0,0.0,0.0,1230311.71896919,4.13,1006.588,29.130000000000003,0.3066666666666666,0.0258715233333333,0.0627499999999999,0.9725,0.322,8.299115121364594,2.692346866203077,31.77866458181125,921326.0,,,,,
Bristol Bay,Igushik,2017,1230311.71896919,0.0,0.0,0.0,0.0,0.0,1765.7712404928,906912.973924536,312467.766126239,2026.77610243471,0.0,0.0,4050.31401456347,3088.11756092064,0.0,0.0,0.0,0.0,0.0,1920088.32231608,-2.51,1010.256,26.356666666666666,-0.39,-0.81415251,1.10825,0.1575,-0.1,6.503554075956345,0.896785820794828,31.667139850445647,1379000.0,,,,,
Bristol Bay,Igushik,2018,1920088.32231608,0.0,0.0,3.6242824812412504e-09,0.0,0.0,3.6242840056302804e-09,734903.920107566,1180877.04111048,3629.09318410877,0.0,3.6242840056302804e-09,678.267913907289,3.6242824812412504e-09,0.0,0.0,0.0,3.6242824812412504e-09,0.0,1358926.98414717,-2.2,1012.978,25.793333333333333,-0.2916666666666667,-2.1559666666666666,-0.292,-0.1149999999999999,-0.342,6.364234298467636,0.7574660433061196,31.545427187165217,1461000.0,,,,,
Bristol Bay,Igushik,2019,1358926.98414717,0.0,0.0,0.0,0.0,0.0,850.611166049017,233249.00495741,1115187.10570215,1039.130466997,0.0,1.39057706007834,5345.26745090508,3254.47382660217,0.0,0.0,0.0,0.0,0.0,1212549.00741251,1.25,1009.398,27.47,0.2766666666666666,-1.5390468766666667,0.6655000000000001,-0.4175,0.166,7.794615209102631,2.187846953941114,31.46749196123721,1698700.0,,,,,
Bristol Bay,Igushik,2020,1212549.00741251,0.0,0.0,0.0,0.0,0.0,2072.55117789487,555164.647485415,647132.746911311,2.21054056329504,0.0,0.0,8176.85129732453,1.3610164565051601e-09,0.0,0.0,0.0,0.0,0.0,2023217.77431973,-2.05,1011.762,27.22,-0.6849999999999999,-2.1876051333333333,2.22225,-1.16,-0.914,6.697374373674393,1.090606118512876,31.71672009710056,1818700.0,,,,,
Bristol Bay,Igushik,2021,2023217.77431973,1.04103517230535e-06,1.04104212459991e-06,1.04104060276602e-06,1.04104104550435e-06,1.04104159612641e-06,8.58195416868708e-05,1014243.61805022,931969.384524318,6322.32560069838,1.04104159612641e-06,1.04103517230535e-06,11615.2305944871,59067.2154516934,1.04104104550435e-06,1.04103517230535e-06,1.04104212459991e-06,1.04104060276602e-06,1.04104104550435e-06,2986219.25045997,0.67,1010.636,25.65333333333333,-1.1966666666666668,-1.0642314366666668,-0.8255,-1.09,-1.754,5.85093829035759,0.2441700351960731,31.832994930779755,1605774.0,,,,,
Bristol Bay,Igushik,2022,2986219.25045997,1.04074544631182e-06,1.04071156676016e-06,0.0001998383911924,1.04070803272042e-06,1.04072687744394e-06,668.487411154459,664431.294806549,2305767.15134334,2190.7673735462,1.04072687744394e-06,1.04074544631182e-06,4485.74114018722,8675.80817390388,1.04070803272042e-06,1.04074544631182e-06,1.04071156676016e-06,1.04070754713903e-06,1.04070803272042e-06,1379859.09702366,-0.47,1010.524,25.746666666666663,-1.7983333333333331,-1.8655508666666665,0.72375,-2.1725,-2.174,5.287018045783043,-0.3197502093784736,31.794433230784403,1350888.0,,,,,
Bristol Bay,Igushik,2023,1379859.09702366,1.01130726325766e-06,1.01130777131043e-06,1.0113078507278e-06,1.01130783239985e-06,1.01130813668353e-06,5.03726871939777e-05,303697.423865207,1022200.03103132,7047.30338584254,1.01130813668353e-06,1.01130726325766e-06,24611.4538020387,22302.8848767408,1.01130783239985e-06,1.01130726325766e-06,1.01130777131043e-06,1.0113078507278e-06,1.01130783239985e-06,1572250.10905134,-0.0181204112693342,1011.92,26.063333333333333,0.2816666666666667,-1.9729653666666669,-0.37825,-1.8875,-2.586,4.550619006156921,-1.0561492490045952,31.93395661596042,1458840.0,,,,,
Bristol Bay,Kvichak,1963,615338.552307089,0.0,0.0,0.0,0.0,0.0,0.0,236513.573980611,32838.213624788,1413.21610244131,0.0,950.676473559803,139962.01179751,203660.860328176,0.0,0.0,1.21345400704761e-09,1.8201996859403202e-09,0.0,2181685.0606461,2.32,1007.466,26.00333333333333,,-0.2092234233333333,-1.25475,-0.06,-0.58,,,31.64945122733045,,,,,,
Bristol Bay,Kvichak,1964,2181685.0606461,0.0,1601.85355859636,0.0,0.0,0.0,0.0,1017276.97189771,0.036439995883634,6053.0501824394,0.0,889149.068436662,208488.974788941,59115.1050911245,0.0,0.0,0.0001143489732732,0.000136280184822,0.0,48627304.9222535,0.74,1009.076,27.33,,0.6354695033333334,-0.4815,0.0725,-1.456,,,31.80659727552044,,,,,,
Bristol Bay,Kvichak,1965,48627304.9222535,0.0,0.0,6.473107352823231e-09,0.0,0.0,6.4734811635876805e-09,415244.555149864,456190.023567753,6.47313449512368e-09,0.0,1.61837029032427e-08,47748182.6637247,5451.3745559352,0.0,0.0,2236.30525519212,6.473107352823231e-09,0.0,8915532.98240037,-1.62,1009.884,25.78,,-0.7087546033333333,-1.07025,-0.5875,-0.202,,,31.792252405365904,,,,,,
Bristol Bay,Kvichak,1966,8915532.98240037,0.0,0.0,2.70892459800045e-09,0.0,0.0,0.0,107816.714581953,201592.688239951,3127.99967308029,0.0,1970.00989565672,2307308.59107592,6282091.61688481,4.50190478308668e-09,0.0,11625.3620489818,7.223798926465741e-09,0.0,5545422.52756847,-1.88,1011.274,27.813333333333333,,-0.8769983533333334,-1.3545,-0.4625,-0.258,,,31.76825843640228,,,,,,
Bristol Bay,Kvichak,1967,5545422.52756847,0.0,0.0,606.383941440542,0.0,0.0,3244.00764766657,31231.4774550076,133172.548187807,8.44619250100869e-09,0.0,112.552686077263,4720118.38413218,647560.411770949,0.0,0.0,5315.71044876759,4061.05129856978,0.0,3975964.09609028,-0.17,1010.958,26.07333333333333,,-0.6303692166666667,0.2925,-0.375,-1.22,,,31.952062863022533,25621806.0,,,,,
Bristol Bay,Kvichak,1968,3975964.09609028,0.0,0.0,4.6348555450855505e-09,0.0,0.0,23983.4061297159,2288423.1753992,80022.5495135915,5.091842224685541e-09,0.0,111881.732630134,925528.361375319,534851.176298574,4.667522039069811e-09,0.0,8962.94681129653,2310.7479324383,0.0,14054748.9658832,-0.4,1009.018,25.863333333333333,,-0.5417895966666667,-0.2922499999999999,-0.36,0.0079999999999999,,,31.57690820409291,29038231.0,,,,,
Bristol Bay,Kvichak,1969,14054748.9658832,0.0,4762.74180696711,0.0,0.0,0.0,3428.68064300075,10321864.2975106,288370.729798371,1.03661709965015e-08,0.0,485628.761717692,2613880.91631318,336812.838093312,0.0,0.0,1.24151444403899e-08,3.3645156753465504e-09,0.0,34839684.7147536,-2.72,1010.83,27.53,,-1.3884037466666663,-2.1115,-0.8574999999999999,-0.516,,,31.719780758245665,31297319.0,,,,,
Bristol Bay,Kvichak,1970,34839684.7147536,0.0,0.0,6.805769826662781e-09,0.0,0.0,0.0,524321.601589611,299792.792135706,3941.43772677408,0.0,16341.6496887517,33528680.5191359,446099.364717071,0.0,0.0,6605.65129380997,13901.6984659333,0.0,6978106.78415245,3.69,1005.734,26.96333333333333,,0.2047551033333333,-1.91925,1.1,-1.08,,,31.6310978718658,9528833.0,,,,,
Bristol Bay,Kvichak,1971,6978106.78415245,0.0,1788.21313476808,14745.0865040184,4.1409463612588404e-09,0.0,0.0,342819.377978539,885877.935223641,2.07047318004591e-08,0.0,2298.77664670371,4568770.714649,1159447.18128052,0.0,0.0,1291.70616674041,1067.79256849026,0.0,2132286.57842254,-2.25,1011.482,25.21333333333333,,-0.0711822576666666,-0.64375,-1.3125,-1.27,,,31.681839409159192,14167852.0,,,,,
Bristol Bay,Kvichak,1972,2132286.57842254,0.0,0.0,3.2182244914523104e-09,967.998280075103,0.0,1.45827159270898e-07,300687.473853954,321956.121717234,3.8641979243172705e-09,0.0,0.0,991238.608219217,517436.376351891,3.8641979243172705e-09,0.0,3.2171672115517703e-09,6.75827143044441e-09,0.0,410486.629377626,-4.51,1011.836,25.88,,-0.322304651,0.1634999999999999,-1.8425,-1.158,,,31.629547168959437,24886950.0,,,,,
Bristol Bay,Kvichak,1973,410486.629377626,0.0,0.0,748.090365621314,0.0,0.0,611.288216123775,149287.159809694,38561.0983426857,64.7957667038659,0.0,6123.72178527031,104011.231414388,109957.205306968,1122.03837016585,0.0,2.3557248439132404e-09,2.35590138796639e-09,0.0,5061353.08782306,-1.62,1009.514,28.27,,-0.4380004316666667,0.94825,-0.4875,-1.408,,,31.752411885048023,24716902.0,,,,,
Bristol Bay,Kvichak,1974,5061353.08782306,0.0,0.0,0.0,0.0,0.0,5.1998226217797705e-09,45470.5098641382,321597.193222635,4513.7435752868,0.0,28962.3844788608,4476992.47936102,176511.828547756,0.0,0.0,7304.94877335766,0.0,0.0,16219630.7034304,1.04,1009.06,24.72,,-0.3501739266666667,-0.296,-1.085,-0.126,,,31.8275206551623,17332660.0,,,,,
Bristol Bay,Kvichak,1975,16219630.7034304,0.0,0.0,0.0,0.0,0.0,4360.06811019631,321013.177652402,40279.6282892446,0.0,0.0,45181.8589414011,15247972.6844427,546728.39253642,5.14160932686041e-09,0.0,12149.3430253134,1945.55043272688,0.0,3545332.45784603,-1.84,1010.026,25.95,,0.7798425266666666,0.624,-0.595,-1.538,,,31.967273043162788,3623908.0,,,,,
Bristol Bay,Kvichak,1976,3545332.45784603,0.0,3.2662855181081604e-09,3.758665977161031e-09,0.0,0.0,0.0,1971913.28735589,653574.958878603,0.0,0.0,1.20499395708021e-08,919844.211611493,6.98037967272099e-09,3.1871829949283702e-09,0.0,5.4438091976560905e-09,6.98037967272099e-09,0.0,1675472.25223782,-1.12,1010.094,25.05,,1.1134298666666669,0.8917499999999999,-1.2225,-0.132,,,31.673317617444848,5670360.0,,,,,
Bristol Bay,Kvichak,1977,1675472.25223782,0.0,2.29782382621688e-09,1203.53998123994,0.0,0.0,14322.3273356756,531509.241158372,142304.897897233,0.0,0.0,2633.87260535971,886252.187558444,95528.5565260891,0.0,0.0,1142.36350357751,575.265671830695,0.0,7919094.21651688,3.03,1005.954,27.25333333333333,,1.5284769666666669,-1.87675,1.1425,-0.246,,,31.35712027193895,17800848.0,,,,,
Bristol Bay,Kvichak,1978,7919094.21651688,0.0,0.0,5.3554786576367e-09,2.71235117724655e-08,0.0,6365.4126111665,6047998.65365224,1048800.1809499,10885.8427123377,0.0,319232.378226185,252856.854889953,232954.893475034,1.73289102961686e-08,0.0,4.62765017600267e-09,1.22410940755429e-08,0.0,24927042.4540045,2.32,1006.492,27.15,,1.1045353533333333,-0.7747499999999999,0.6074999999999999,-0.442,,,31.65110269945059,19539576.0,,,,,
Bristol Bay,Kvichak,1979,24927042.4540045,0.0,7.619613243026311e-09,0.0,0.0,0.0,5347.49659810923,5468930.89033343,1845015.04188107,5.718835347962811e-09,0.0,314282.121352033,16927229.392802,351747.963480692,0.0,0.0,14489.5475571925,3.8076472953581e-09,0.0,37931680.0587372,-0.99,1010.552,26.56,0.185,-0.62114414,-1.181,-0.7150000000000001,0.4039999999999999,,,31.791077236631025,16446876.0,,,,,
Bristol Bay,Kvichak,1980,37931680.0587372,0.0,6589.9561389763,16621.1526714526,0.0,0.0,36698.777662187,5940227.81334074,1305049.21482039,2.15490901558891e-05,0.0,37502.1260714565,29958381.5132679,616516.198615215,0.0,3.26563352558256e-06,14093.3061216993,2.3505588266273e-06,0.0,6901353.487937,1.67,1007.686,27.08333333333333,0.355,-1.3888758966666668,-0.7845,0.3299999999999999,-0.0679999999999999,,,31.5642614364624,7455714.0,,,,,
Bristol Bay,Kvichak,1981,6901353.487937,0.0,0.0,4898.85881237996,0.0,0.0,1122.30896142671,2024757.69932087,675757.592287233,0.0,0.0,2129.52989748326,3806685.58379028,382348.236280229,0.0,0.0,3653.67858709657,2.7831486490083203e-09,0.0,2811875.13885419,5.09,1004.438,26.37333333333333,-0.255,-0.53494929,-0.5375,0.985,0.862,,,31.60312337306008,16708866.0,,,,,
Bristol Bay,Kvichak,1982,2811875.13885419,0.0,2381.11555746756,1.69745636606562e-09,0.0,0.0,53984.7821160876,1613301.04360805,718009.887947749,3355.26621344111,0.0,15273.2891589374,174743.796528511,230825.957723944,2.5462005018912702e-09,0.0,0.0,0.0,0.0,21496871.5657005,-3.21,1010.602,26.64,0.8983333333333333,-0.1840691733333333,-0.0127499999999999,0.0349999999999999,-0.33,,,31.6152804075782,37872990.0,,,,,
Bristol Bay,Kvichak,1983,21496871.5657005,0.0,0.0,6.6720336713277405e-09,0.0,0.0,1374.28127294108,18868217.3548323,1063135.97082251,6.672031333891011e-09,0.0,69687.4489251128,1372782.63166378,121673.878183841,6.672031333891011e-09,0.0,4.44801797677056e-09,4.44802244685191e-09,0.0,23930917.9594445,6.69,1003.46,28.766666666666666,1.2616666666666667,0.2813847666666667,-0.01175,0.815,1.406,,,31.75786072460573,35478060.0,,,,,
Bristol Bay,Kvichak,1984,23930917.9594445,0.0,0.0,8.5232215299991e-09,4.26713311270127e-09,0.0,0.0,2539066.59168197,2470065.01013749,8.53426622542202e-09,0.0,13602.8583166852,17920528.0470085,987655.452299806,0.0,0.0,8.50298727414191e-09,8.5232215299991e-09,0.0,14093497.2886078,1.68,1006.28,26.013333333333332,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.800353505718174,25394466.0,,,,,
Bristol Bay,Kvichak,1985,14093497.2886078,0.0,0.0,5260.61352894361,0.0,0.0,3.924806862391271e-09,745204.880337452,1385037.26297717,3.924922930106e-09,0.0,3.924806862391271e-09,8291131.05502916,3664906.08951518,3.924922930106e-09,0.0,3.9250145176626404e-09,1957.38721986888,0.0,2012448.61164036,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,6459180.0,,,,,
Bristol Bay,Kvichak,1986,2012448.61164036,0.0,0.0,2.16016775761852e-09,0.0,0.0,909.035453072869,492725.220202652,188998.296795344,2963.28645240393,0.0,530.635307810801,962184.743911971,364137.393517099,2.16330005230956e-09,0.0,2.16152193846479e-09,0.0,0.0,10318113.2551303,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,15195492.0,,,,,
Bristol Bay,Kvichak,1987,10318113.2551303,968.797136142652,6.3170124999934804e-09,6.306401056514571e-09,2.51578229239952e-09,0.0,3.820244427117e-09,9267004.55534506,385822.910209325,3.77367343911666e-09,0.0,2975.84575186305,514201.0486565,147140.098031387,2.51578229239952e-09,0.0,3.79020750020304e-09,0.0,0.0,6860048.61236509,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,21271698.0,,,,,
Bristol Bay,Kvichak,1988,6860048.61236509,0.0,3827.45086049738,1184.40414731533,2.1783620710883e-09,0.0,7558.72602900398,2578692.80069278,2995169.76133723,4844.0764572308,0.0,46572.4199975416,1111077.28268785,111121.69015563,2.1783620710883e-09,0.0,2.1769414475384302e-09,2.17756725401237e-09,0.0,20484408.0004728,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,18881038.0,,,,,
Bristol Bay,Kvichak,1989,20484408.0004728,0.0,1587.56038814736,6640.510988188,6.6531340852120205e-09,0.0,4.471635539861661e-09,1051304.82291986,1438442.50166142,4091.96516537744,1.32678661678509e-08,36966.3804388296,17559241.7863788,386132.472532183,6.6531340852120205e-09,4.471635539861661e-09,4.4426070467616e-09,4.4418370372214305e-09,0.0,18192988.9596541,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,14456248.0,,,,,
Bristol Bay,Kvichak,1990,18192988.9596541,0.0,28974.2624325333,22026.8314552108,0.0,0.0,7294.42560205342,652916.622529594,959015.790900485,9.43234379416995e-09,0.0,4.7662727555542105e-09,14851620.6994626,1663050.62238422,8089.70488736954,0.0,4.731758482614811e-09,4.7229128084279404e-09,0.0,8613126.79315834,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,11310418.0,,,,,
Bristol Bay,Kvichak,1991,8613126.79315834,0.0,8518.16948857999,55116.4433630764,371.228480372931,0.0,6197.61222548967,4715391.65107696,868158.917998469,3134.18761091773,0.0,32611.8788612374,1539423.85730161,1382907.30562953,3.869604550474681e-09,0.0,1295.54112209024,3.8681767470652306e-09,0.0,10628639.8065646,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,18448596.0,,,,,
Bristol Bay,Kvichak,1992,10628639.8065646,0.0,31828.455428621,23769.260024637,6575.38319192588,0.0,3333.19576178907,3035791.52389429,2193830.71264806,22539.6981875725,0.0,17857.5404533036,4276085.75760363,1007435.7119005,8513.45152961269,0.0,4.68066521666186e-09,1079.11594065577,0.0,8064870.93020834,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,19352736.0,,,,,
Bristol Bay,Kvichak,1993,8064870.93020834,0.0,5138.25148093314,59852.4957986372,981.354248910715,0.0,2740.68459058778,1860643.86705856,1958434.41272523,3167.84567306744,0.0,146492.581695451,3698337.32271235,329082.114224602,5.09425182202934e-09,0.0,5.0942438080889305e-09,5.09424764383698e-09,0.0,21592336.7833691,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,19510308.0,,,,,
Bristol Bay,Kvichak,1994,21592336.7833691,0.0,4.851560844892151e-09,7655.95639390928,1909.70997451032,0.0,1129.5772153888,1635679.81816017,1072382.73567232,1920.25529877169,0.0,82362.8735844383,18335388.8386841,453907.018385498,4.877044305960421e-09,0.0,4.851560844892151e-09,4.877593463032471e-09,0.0,28426663.0971022,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,15918672.0,,,,,
Bristol Bay,Kvichak,1995,28426663.0971022,0.0,3450.15638372219,2556.18570885535,8.992760762306852e-09,0.0,0.0,2192435.47131083,890766.528272166,5.9951738408483e-09,0.0,1940.0294453092,22046413.9434309,3276620.61265222,5.9951738408483e-09,0.0,12480.1698981702,5.995313906847921e-09,0.0,4474670.1871751,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,12973818.0,,,,,
Bristol Bay,Kvichak,1996,4474670.1871751,0.0,0.0,3727.13358975596,3.263608636205e-09,0.0,229.693582572667,651582.687252569,1181693.15116645,3.263608636205e-09,0.0,2138.09363863227,1008515.73343956,1626783.69450554,3.263608636205e-09,0.0,3.26382167403941e-09,3.26197616640749e-09,0.0,2392217.58378593,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,17106966.0,,,,,
Bristol Bay,Kvichak,1997,2392217.58378593,0.0,4.60936224920537e-05,0.00199929588595,0.0003139380262835,0.0,1846.66668308248,1087088.05581493,300635.187870466,12027.4059607916,0.0,678.337366767972,751845.117502997,236952.149820738,1144.65525181688,0.0,0.0002277526695852,0.0049272608938596,0.0,3811020.54992795,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,22419822.0,,,,,
Bristol Bay,Kvichak,1998,3811020.54992795,0.0,0.0,3.04751041796474e-09,2571.05108443688,0.0,17605.4118429777,2023631.03936713,873115.774861855,1.52336694250619e-09,0.0,47953.4540754297,683919.411290515,162224.407405591,2.28505041375981e-09,0.0,2.28692434493378e-09,2.28563281347329e-09,0.0,13203151.6074049,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,19844656.0,,,,,
Bristol Bay,Kvichak,1999,13203151.6074049,0.0,0.0,0.0,0.0,0.0,0.0,7737952.02207543,1062071.60333619,4918.43288591109,0.0,3.53387605278922e-09,3920260.54867729,477949.00043002,1.23668027481926e-08,0.0,3.5334417938755803e-09,3.5333549090179304e-09,0.0,3569959.42104111,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,12988720.0,,,,,
Bristol Bay,Kvichak,2000,3569959.42104111,0.0,0.0,0.0,15.6894656262001,0.0,0.0,547555.939104106,2098055.6476268,94.1367937593042,0.0,0.0,677133.031946363,247104.976104451,0.0,0.0,2.1036537685157203e-09,2.10365963920004e-09,0.0,1940224.70834125,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,5246074.0,,,,,
Bristol Bay,Kvichak,2001,1940224.70834125,0.0,0.0,73.3836611093551,0.0,0.0,58.7069288887365,159364.714192619,1651817.78641507,7703.19741986663,1.8644714621532303e-09,14.6767322231234,24302.420013975,96801.7625841593,88.0603933330962,0.0,1.2483230379016e-09,1.2485099561547e-09,0.0,897873.611039126,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,9992988.0,,,,,
Bristol Bay,Kvichak,2002,897873.611039126,0.0,14.3084908718119,0.0,0.0,0.0,370.104087207093,375942.275188152,140515.836672732,9155.27518889863,0.0,638.135609259161,342016.937402607,27655.7467201827,1500.60347028823,1.2526292467148e-09,50.0797180525942,14.3084908730645,0.0,2001790.18595576,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,10320768.0,,,,,
