Model,River_Name,R2_Test,MSE_Test,MAPE_Test,R2_Train,MSE_Train,MAPE_Train,System,Selected_System,TopK_Features,Additional_Features_Used,ARIMA_Enabled,Num_Features_Used,Feature_Names
GBRT,Ugashik,-0.27383504836984884,7870109164331.161,35.10758747010287,0.5402186253388658,1334455673742.2622,33.18336923612013,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
GBRT,Wood,-5.055416111881458,16917899274184.197,33.88062571150795,0.9227986154602635,1263231777971.5894,13.37292988877065,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Alagnak,-1.1276785299380987,4287041126816.4976,65.84174477275702,0.7677692548118364,867143339188.1698,24.466641748879496,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Egegik,-0.2020844526292287,28772209350690.38,43.61770585007482,0.8670672720710147,1024441683201.3801,12.050703980333903,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Igushik,-6.289596883349084,2688762012561.1245,80.69494435259338,0.36692688055534395,176826511755.89453,74.76103234639899,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Kvichak,-1.4136200811460822,10012994601003.775,26.48562246179194,0.9307002413758698,1979268927280.2065,24.416892736687625,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Naknek,-0.10659454929634116,5158752112911.969,35.34924620083166,0.6208884840066758,1317851312899.4812,18.704608290033708,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Nushagak,0.32337673463837835,18429084412361.043,28.705011380531392,0.832157989641638,777085936935.615,35.49224868271455,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Ugashik,-0.32230531427582143,8169572022094.68,37.29486514987329,0.5434040483006781,1325210397663.4036,32.90187413081775,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
XGB,Wood,-7.236055330615967,23010269141797.406,40.671374333982,0.8932837671908046,1746177705408.935,15.229629184994916,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Alagnak,-1.5508231999579545,5139631674421.964,68.34846442584089,-0.07011906663988943,3995795733347.7876,56.83477426779585,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Egegik,-0.36370429946779614,32640623136672.582,56.69152360785677,0.36926172724568973,4860763695040.868,26.57572693399771,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Igushik,0.19115061777731868,298343451305.45844,27.0250118582865,0.5690417732220344,120372888396.37,53.05208603984878,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Kvichak,-1.7256845041280622,11307605715193.791,25.831087060747066,0.28899235192006545,20307074264659.594,56.87044425519569,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Naknek,0.5850764742578376,1934301607106.5525,23.294135557884584,0.15100058290008478,2951255631326.482,29.831171088428192,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Nushagak,0.25060862671584894,20411058240463.7,39.57423776384844,0.511519346946192,2261599733837.601,67.1516835399925,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Ugashik,-0.3466528892736038,8319998149374.2705,40.36166288671928,-0.4068650964944216,4083243066534.845,56.64034217301243,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
LR,Wood,-16.517447477806222,48941048227692.68,50.49351529356164,0.4748400901660319,8593093123576.088,28.305525932088965,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Alagnak,-12.803333933226703,27812218540667.52,106.74530399582835,0.24235383212562056,2829030356860.7573,46.809358890496775,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Egegik,-8685.355879597355,2.0791022570480125e+17,3145.752158997381,0.9967483761483452,25058531962.922295,1.62783559506388,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Igushik,-0.23810299032107474,456673303240.906,33.92569130950603,0.5616029343004044,122450664087.08278,41.7980191016634,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Kvichak,-499.12279512793805,2074778415448505.2,420.69689114118785,0.9987017514185534,37079250031.44221,4.878556482319054,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Naknek,-37.7116113822001,180466826932356.44,140.08002300517174,0.8405422011805662,554300412045.3903,14.100076772477044,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Nushagak,-23.920264161961835,678749424280703.5,383.4832289697155,0.5170385318551205,2236046649917.0835,50.30740103509316,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Ugashik,-6.122880268509144,44007146254427.305,74.40509288655798,0.7455433514046901,738527346153.8413,20.380780245524495,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
PR,Wood,-3153.63661550972,8813568468586120.0,728.1844014793556,0.9400740352185899,980557324053.1666,12.681143210471218,Bristol Bay,Bristol Bay,20,True,True,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Alagnak,-0.3430511387604309,2706102160767.3076,50.31984785773934,0.8013203463734571,741864468181.754,24.516828920302185,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Egegik,-0.20263623106393625,28785416313482.285,46.05861044201765,0.8118502582084085,1449969779284.5437,14.460094978995135,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Igushik,-2.7236450473191556,1373463514061.0508,56.73448126815245,0.8193491961406816,50458391789.503426,33.42938074167176,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Kvichak,-0.8141771232862318,7526182717250.172,19.0289451466602,0.6841719188957365,9020359084981.564,34.362818992699154,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Naknek,-0.05966759687829404,4939986789069.505,32.96774503996612,0.7755535174867945,780211307695.8258,16.786161217169543,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Nushagak,0.3240896684837421,18409666342233.62,33.425432142782775,0.8576458533885575,659080555339.1149,21.364814578272707,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Ugashik,-0.3572822069496582,8385669046528.464,39.80901780385259,0.665561127652341,970665353839.5785,28.599486078111962,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
RF,Wood,-2.2441649595565543,9063696862536.945,24.883200645502015,0.7170050116367432,4630593925723.735,14.876754317932706,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
GBRT,Alagnak,-1.2061540913250317,4445160858901.016,67.12266179792407,0.7819688561722824,814122410676.4803,25.681906093464193,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
GBRT,Egegik,-0.22117851610919304,29229230810870.895,45.72984543731397,0.9058048462283395,725911845657.7769,11.205126661148896,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
GBRT,Igushik,-1.9890930590042908,1102524597405.2297,61.75402675138207,0.5135165905042557,135881877915.94763,61.41114724772406,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
GBRT,Kvichak,-1.3445944966850374,9726639341558.227,23.913072165353743,0.9530398408961723,1341228102084.2803,20.74039723646739,Bristol Bay,Bristol Bay,20,True,False,20,"Total_Returns, AgeClass_1.2, AgeClass_2.1, AgeClass_2.2, AgeClass_2.3, Total_Returns_Yminus1, Total_Returns_Yminus2, Total_Returns_Yminus3, Total_Returns_Yminus4, AgeClass_1.2_Yminus1, AgeClass_1.2_Yminus3, AgeClass_2.1_Yminus5, AgeClass_2.3_Yminus1, AgeClass_2.3_Yminus2, Total_Returns_NextYear_Yminus1, Total_Returns_NextYear_Yminus2, Total_Returns_NextYear_Yminus3, Total_Returns_NextYear_Yminus4, Total_Returns_NextYear_Yminus5, River_Igushik"
