Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sss_mayaug,River_Alagnak,River_Egegik,River_Igushik,River_Kvichak,River_Naknek,River_Nushagak,River_Ugashik,River_Wood
1965,5170949.66989731,0.0,0.0,6.45671792388145e-09,0.0,0.0,6.3796535382306e-09,47269.2127993653,340500.308659228,782.408292686259,0.0,6.3796535382306e-09,4134127.5327971,635809.187730824,0.0,0.0,10515.0249304562,1945.99468763143,0.0,2903851.05100472,-1.62,1009.884,25.78,-0.7087546033333333,-1.07025,-0.5875,-0.202,31.792252405365904,0,1,0,0,0,0,0,0
1966,2903851.05100472,0.0,0.0,1.82335408274837e-09,0.0,0.0,0.0,3547.20084853706,104163.889264195,1.82159936939627e-09,0.0,404.820397896867,383656.348945277,2347788.88831239,129.529710539125,0.0,43856.6290291623,20303.7444967201,0.0,1725062.79500242,-1.88,1011.274,27.813333333333333,-0.8769983533333334,-1.3545,-0.4625,-0.258,31.76825843640228,0,1,0,0,0,0,0,0
1967,1725062.79500242,0.0,0.0,1024.70891009579,0.0,0.0,228.794500922907,2667.33665751979,19755.1117753925,1.5979560181261e-09,0.0,2263.72482183759,716891.189438435,916276.145930265,0.0,0.0,27631.832601467,38323.9503664816,0.0,1011976.91402385,-0.17,1010.958,26.07333333333333,-0.6303692166666667,0.2925,-0.375,-1.22,31.952062863022533,0,1,0,0,0,0,0,0
1968,1011976.91402385,0.0,0.0,1.61597304232158e-09,0.0,0.0,8.04382106022804e-10,61057.6685245574,85596.9672014015,1.21005654602462e-09,0.0,5946.09094094016,513647.200688717,309636.987032047,8.06704364331525e-10,0.0,27596.2143070436,8495.78532913576,0.0,2016715.50026297,-0.4,1009.018,25.863333333333333,-0.5417895966666667,-0.2922499999999999,-0.36,0.0079999999999999,31.57690820409291,0,1,0,0,0,0,0,0
1969,2016715.50026297,0.0,2.0615956672029503e-09,0.0,0.0,0.0,0.0,24283.8692846673,36450.1269067563,2.0092989015125504e-09,0.0,24472.0456513048,1534886.7928236,298366.852208758,0.0,0.0,82830.8966920951,15424.9166957891,0.0,1945368.91283336,-2.72,1010.83,27.53,-1.3884037466666663,-2.1115,-0.8574999999999999,-0.516,31.719780758245665,0,1,0,0,0,0,0,0
1970,1945368.91283336,0.0,0.0,177.389553657117,0.0,0.0,0.0,145853.767287498,10867.3518527134,0.0,0.0,105.296467375146,1485853.91560223,222304.18945327,0.0,0.0,72732.3547754,7474.64784121719,0.0,1996100.30112886,3.69,1005.734,26.96333333333333,0.2047551033333333,-1.91925,1.1,-1.08,31.6310978718658,0,1,0,0,0,0,0,0
1971,1996100.30112886,0.0,1.65091197863957e-09,1900.88110822245,1.65861391857113e-09,0.0,0.0,56673.2733820222,550527.837809223,1593.69179001061,0.0,469.584662191999,563055.124601477,811265.610024783,0.0,0.0,6338.10835351693,4276.18939741307,0.0,1774534.94739064,-2.25,1011.482,25.21333333333333,-0.0711822576666666,-0.64375,-1.3125,-1.27,31.681839409159192,0,1,0,0,0,0,0,0
1972,1774534.94739064,0.0,0.0,1006.2711892986,1.9368432242436503e-09,0.0,2.17534631317822e-07,20399.370710824,188696.431887962,1040.35872716327,0.0,0.0,748745.138068215,781194.330667739,1013.29435110355,0.0,9642.39163612458,22797.360151992,0.0,787541.574469531,-4.51,1011.836,25.88,-0.322304651,0.1634999999999999,-1.8425,-1.158,31.62954716895944,0,1,0,0,0,0,0,0
1973,787541.574469531,0.0,0.0,3.2262408461813903e-09,0.0,0.0,3.4438438214234302e-09,8738.09020164235,46666.2257564225,3.4437411069766703e-09,0.0,3357.56620665182,90534.2234611752,630902.243306623,0.0,0.0,668.725277305092,6674.50025970057,0.0,1504237.23138679,-1.62,1009.514,28.27,-0.4380004316666667,0.94825,-0.4875,-1.408,31.752411885048023,0,1,0,0,0,0,0,0
1974,1504237.23138679,0.0,0.0,0.0,0.0,0.0,1.38746534103707e-09,106126.789447892,103338.321305227,1.38737103007312e-09,0.0,1.38746534103707e-09,1090569.10541037,200828.181241228,1832.661162646,0.0,9.25191688525827e-10,1542.1728194185,0.0,2238670.98386349,1.04,1009.06,24.72,-0.3501739266666667,-0.296,-1.085,-0.126,31.8275206551623,0,1,0,0,0,0,0,0
1975,2238670.98386349,0.0,0.0,0.0,0.0,0.0,2.40288545659659e-09,21238.0811683445,81044.9503667801,0.0,0.0,3281.67884831183,565759.842344481,1178714.93914402,8546.22281257052,0.0,371009.685610385,9075.58356859796,0.0,1704895.44818508,-1.84,1010.026,25.95,0.7798425266666666,0.624,-0.595,-1.538,31.967273043162788,0,1,0,0,0,0,0,0
1976,1704895.44818508,0.0,6.24690562369673e-08,4.25238615252408e-08,0.0,0.0,0.0,8.60229626853171e-08,1.67021431998158e-07,0.0,0.0,3.9991706197645e-08,1289361.41407833,1.1215028064301e-06,3.69015662746924e-08,0.0,415534.034103902,1.29415993008438e-06,0.0,2998167.00917235,-1.12,1010.094,25.05,1.1134298666666669,0.8917499999999999,-1.2225,-0.132,31.673317617444848,0,1,0,0,0,0,0,0
1977,2998167.00917235,0.0,1443.11383902978,2.28409670573505e-09,0.0,0.0,0.0,35038.0514969548,72017.7825254225,0.0,0.0,438.287445848787,1532499.67750337,1266964.97805026,0.0,0.0,55646.3766605822,34118.7416508814,0.0,2078292.47405351,3.03,1005.954,27.25333333333333,1.5284769666666669,-1.87675,1.1425,-0.246,31.35712027193895,0,1,0,0,0,0,0,0
1978,2078292.47405351,0.0,0.0,1.44944356258867e-09,1.48409117067142e-09,0.0,0.0,49637.8861743482,75610.92360019,186.400444197098,0.0,12430.2677841938,585164.945693657,1234294.4516882,8.162501439235e-09,0.0,56930.3995471188,64037.1991215939,0.0,2579853.16983699,2.32,1006.492,27.15,1.1045353533333333,-0.7747499999999999,0.6074999999999999,-0.442,31.65110269945059,0,1,0,0,0,0,0,0
1979,2579853.16983699,0.0,147.672890090222,0.0,0.0,0.0,3.6847252391334e-09,55085.4064913055,88787.3628684281,3.7049339790373e-09,0.0,7278.98794096047,1666318.81278854,724245.700117893,0.0,0.0,23869.1986368291,13973.3282113637,146.699891571861,3449719.40650296,-0.99,1010.552,26.56,-0.62114414,-1.181,-0.7150000000000001,0.4039999999999999,31.791077236631025,0,1,0,0,0,0,0,0
1980,3449719.40650296,0.0,2.88469176853312e-08,3.01159561016607e-06,0.0,0.0,2322.47947198324,381107.074036953,151116.007140682,2.58723415516163e-05,0.0,53443.0014478203,2234183.05779519,561289.69555439,0.0,5.76968158365017e-09,58938.98633319,7319.10469383403,0.0,4641785.16323844,1.67,1007.686,27.08333333333333,-1.3888758966666668,-0.7845,0.3299999999999999,-0.0679999999999999,31.5642614364624,0,1,0,0,0,0,0,0
1981,4641785.16323844,0.0,0.0,2.77711370719263e-09,0.0,0.0,0.0,823006.34004229,452344.430146035,0.0,0.0,1845.6220134943,2772401.05416945,580804.416617557,0.0,0.0,8920.97610387471,2462.32414573648,0.0,3785029.67662826,5.09,1004.438,26.37333333333333,-0.53494929,-0.5375,0.985,0.862,31.60312337306008,0,1,0,0,0,0,0,0
1982,3785029.67662826,0.0,0.0,1.01808331192065e-08,0.0,0.0,2849.18178314747,387998.123655552,1935491.15002476,586.068050957991,0.0,6740.84741303865,628139.000824013,820445.389508997,1089.65599169702,0.0,0.0,1690.2593760851,0.0,8446307.46076155,-3.21,1010.602,26.64,-0.1840691733333333,-0.0127499999999999,0.0349999999999999,-0.33,31.6152804075782,0,1,0,0,0,0,0,0
1983,8446307.46076155,0.0,0.0,4.44744882910981e-09,0.0,0.0,4869.71121622341,657109.966080765,422634.677995225,11696.3413111042,0.0,2251.36580569826,6590350.2315994,698974.783932973,4.44735560386968e-09,0.0,58420.3828201536,4.44744882910981e-09,0.0,5458425.15926404,6.69,1003.46,28.766666666666666,0.2813847666666667,-0.01175,0.815,1.406,31.75786072460573,0,1,0,0,0,0,0,0
1984,5458425.15926404,0.0,0.0,23353.2719200404,6464.60060398413,0.0,0.0,706929.194513017,219730.835599905,859.613493686518,0.0,22071.5574295589,1973576.03352205,2484584.88846867,0.0,0.0,13141.2240470647,7713.93966606405,0.0,8331666.15578183,1.68,1006.28,26.01333333333333,-0.1640481899999999,-0.3995,1.4825,0.116,31.80035350571817,0,1,0,0,0,0,0,0
1985,8331666.15578183,0.0,0.0,3.92480236971083e-09,0.0,0.0,1756.18974199461,593439.336698787,2450118.34732742,3.92085572175452e-09,0.0,45078.0150934052,4056129.29245678,1176188.83574639,3.92085572175452e-09,363.347519957434,3.92377545374332e-09,8592.79119707635,0.0,5506500.13137332,-1.64,1010.006,25.64333333333333,0.170517743,-0.81225,0.3725,0.002,31.674259449119,0,1,0,0,0,0,0,0
1986,5506500.13137332,0.0,0.0,896.933636128239,0.0,0.0,2413.37642764018,1215619.20920408,432085.826268265,4963.21046043584,0.0,11565.195699716,2883765.6916511,948854.162341329,1570.46002135397,0.0,4766.06566327571,0.0,0.0,6385229.4437274,5.2,1004.794,26.156666666666663,-1.2994893666666667,-0.87225,1.13,0.46,31.78162238135267,0,1,0,0,0,0,0,0
1987,6385229.4437274,2.47291335486948e-09,2.48407928896819e-09,2.4857615800450502e-09,2.48806146532473e-09,0.0,484.08325696837,1279753.33388307,1929108.55719637,3247.1250334616,0.0,7273.00869965581,1689006.95305748,1470066.35522802,2.48806146532473e-09,0.0,6290.02737236589,0.0,0.0,8117564.37869095,3.62,1005.968,27.80333333333333,0.3326573833333333,-1.07675,1.4975,1.086,31.528236524382635,0,1,0,0,0,0,0,0
1988,8117564.37869095,0.0,437.409441720984,1314.37297568597,2.55161569810346,0.0,434.777004877546,398395.698490898,2553114.46233311,6501.05954303463,0.0,85549.4640201912,3484607.88307377,1557303.2419347,3.27900019802924e-09,0.0,22289.9608311123,7613.49742614421,0.0,9807459.992326,1.21,1008.134,27.406666666666663,0.8647857866666667,-0.383,0.5325,-0.286,31.48124515476512,0,1,0,0,0,0,0,0
1989,9807459.992326,0.0,4.422743921346911e-09,143.680697333793,4.4222390905351405e-09,0.0,1408.97250800187,425954.881389059,637987.579001357,6397.3448609752,0.0001146090603467,33924.7866813519,5245773.72787418,3439216.6486598,4.4222390905351405e-09,1895.13948093012,13729.3222799437,1027.90877844224,0.0,12605427.226271,-2.68,1011.742,24.93,0.90987403,2.3985,-1.0175,-0.0859999999999999,31.32763057680272,0,1,0,0,0,0,0,0
1990,12605427.226271,0.0,1249.52314308957,2034.80014904503,0.0,0.0,4.6849870648238e-09,2415527.11158373,781317.551974892,5627.43918805922,0.0,10806.6344763956,4020182.86056915,5130350.33121676,16751.740061726,0.0,213206.33287632,8372.9010318328,0.0,9235470.32752669,-0.87,1010.906,26.686666666666667,-0.0613260966666666,1.68725,-0.76,-0.314,31.69971599151839,0,1,0,0,0,0,0,0
1991,9235470.32752669,0.0,3.85457107039341e-09,2368.24470376159,3.85527560486302e-09,0.0,1175.82513345731,699118.622713006,3246243.1863537,2769.18963203962,0.0,69292.0860577992,4062145.44830156,1102467.0081613,8675.30453627574,0.0,4118.73343716697,37096.6784966189,0.0,17890992.6677803,0.45,1011.244,27.036666666666665,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,31.505268965194475,0,1,0,0,0,0,0,0
1992,17890992.6677803,0.0,4.57111688792456e-09,2318.39341444498,4.58349809849968e-09,0.0,0.0,296195.231657617,4224764.3198417,68372.9438783244,0.0,106273.639441212,8870956.78766811,4210470.4769184,4.58349809849968e-09,5631.41611790403,95077.4894715773,10931.9693709512,0.0,24250547.8608733,2.14,1006.456,28.363333333333333,-0.05881037,1.06725,0.04,1.056,31.42808303548329,0,1,0,0,0,0,0,0
1993,24250547.8608733,0.0,0.0,5.106304564835941e-09,0.0,0.0,5.1052762792867e-09,199211.883823385,1049593.95412407,134446.605866714,0.0,37449.1652156503,11121318.3761393,11458635.4830289,56070.4398252779,0.0,154845.923740518,38976.0291095114,0.0,12738312.4809906,-0.94,1008.754,26.82333333333333,-2.2754968,1.5175,0.0775,1.686,31.46903316298528,0,1,0,0,0,0,0,0
1994,12738312.4809906,955.073498017671,4437.38210470837,7.3924145889256e-09,4.92815422736291e-09,0.0,1450.21363834284,393971.17983723,251240.483423863,5736.63360333349,0.0,73045.6067646731,5179386.21914642,6458564.46000748,44043.8780110238,2127.550880237,257263.589975468,66090.210099781,0.0,15374929.535914,-0.63,1010.356,26.8,-1.9444107,0.15675,0.53,-0.53,31.59085414658731,0,1,0,0,0,0,0,0
1995,15374929.535914,0.0,1242.5107387753,741.722269616965,6.0001172161494815e-09,0.0,63.1647496854004,1208928.89659698,729603.397874664,4115.28109650475,0.0,18657.0438169981,8809854.6504351,4242640.52504539,3860.79366110212,2909.72803235142,189470.881551753,162840.940045053,0.0,12416197.4083175,1.59,1008.562,27.66333333333333,-1.02555351,0.6405000000000001,-0.65,0.806,31.3801078725217,0,1,0,0,0,0,0,0
1996,12416197.4083175,0.0,0.0,10943.3389728656,312.360153000869,0.0,3.2135999384712903e-09,239876.584152459,2874740.51729011,5081.91515712843,0.0,38890.8738274181,3223466.05149961,5980914.37495549,435.983434679026,0.0,13130.0753043045,28405.3335704703,0.0,7932122.50978972,0.86,1007.772,25.84,-0.49204,-1.16175,0.8275,0.642,31.49750472538507,0,1,0,0,0,0,0,0
1997,7932122.50978972,0.0,131.171809030848,0.002928067982461,1620.28441351974,0.0,7731.61327614933,117628.642903402,531796.340706028,25215.0563763987,0.0,30535.0373633574,4580342.54383062,2573855.01220895,32457.5450347705,2397.2549131397,9062.1179446729,19349.886081608,0.0,4689597.35140164,0.49,1008.67,26.23333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,31.624789593824698,0,1,0,0,0,0,0,0
1998,4689597.35140164,0.0,0.0,1.52389655318182e-09,0.0,0.0,3546.44628190767,249363.128415902,329344.10391587,2780.6605942448,0.0,67291.0248553182,800145.243182579,3190111.53283995,135.817716266584,0.0,38919.2617003516,7960.13189924405,0.0,6481074.18813977,4.58,1005.478,28.87333333333333,0.8962181933333333,-0.64725,1.2125,-1.068,31.431184370126296,0,1,0,0,0,0,0,0
1999,6481074.18813977,0.0,0.0,0.0,0.0,0.0,363.424524889434,1495268.13582122,493716.326715755,1.38862724300899,0.0,3043.05999239065,3805468.74727158,653288.021947111,9411.44106948318,0.0,1217.83436659715,19295.8078035045,0.0,8168699.04601649,0.13,1009.446,25.21333333333333,1.38527183,0.1132499999999999,-1.0275,-2.122,31.67090238030277,0,1,0,0,0,0,0,0
2000,8168699.04601649,0.0,0.0,0.0,0.423152146323219,0.0,0.0,412382.557954044,2696123.58303612,2.53891288215574,0.0,3483.7714829004,1726750.27502771,3299275.74998658,0.0,0.0,26806.4279155927,3873.71854851489,0.0,3566444.17896747,0.26,1008.446,25.11,1.5269583,0.7345,-1.515,-1.218,31.34106679460896,0,1,0,0,0,0,0,0
2001,3566444.17896747,0.0,0.0,1.97596185893686,0.0,0.0,1.58076948838586,17162.1261780294,1386366.08215562,18707.3849906365,4.35174772764549e-09,18742.2858746211,542540.181669639,1539472.47498478,21866.7058078661,2445.90011229043,11312.0012296354,7825.47923299765,0.0,5544321.67311356,1.5,1007.084,25.98333333333333,2.660991533333333,-1.4055,0.015,-1.642,31.62734210313256,0,1,0,0,0,0,0,0
2002,5544321.67311356,0.0,0.386150112917131,0.0,0.0,0.0,0.0,20334.5866728331,177854.741528293,21943.9358235991,0.0,12649.3265510701,3493430.96881301,1749165.38584548,13866.2393015284,9875.85862991541,30409.311589648,14790.9322080671,0.0,3217355.65031874,-0.37,1009.196,26.52,2.0203324,0.56625,-1.08,-0.658,31.835213461918617,0,1,0,0,0,0,0,0
2003,3217355.65031874,0.0,0.0,0.0,0.0,0.0,542.222255996593,162299.808215507,76433.635755037,15.5161917377248,1.5167680165318e-09,171813.956523938,490761.377167058,2069386.18113183,3087.50585866513,89.1577399621296,233786.730574653,9139.55890435605,0.0,11642669.2721425,2.8,1005.066,27.56,1.86609866,-0.25075,1.315,0.124,31.29076632456993,0,1,0,0,0,0,0,0
2004,11642669.2721425,0.0,0.0,0.4730395938071,0.0,0.0,0.0,1302473.62393083,395983.316397645,3.03085665828841,0.0,25104.9157361549,9207076.01868299,654091.752303933,2145.17180051234,0.0,15139.1570236541,40651.5993548847,0.213015656059472,9402204.39224947,2.83,1008.564,27.0,0.38554044,-0.65775,-0.3775,0.16,31.535762359846885,0,1,0,0,0,0,0,0
2005,9402204.39224947,0.0,0.0,0.524640857122555,0.0,0.0,27641.4097930203,292655.805574131,2432554.43428977,207.316354514569,0.0,47658.7306920056,3546271.31298221,3035602.31866861,954.206716835473,0.0,18602.3165220426,56.0160154707099,0.0,8613841.93718493,0.9,1008.15,27.293333333333333,-1.5064687166666668,-0.25825,-0.025,0.182,31.446986433285385,0,1,0,0,0,0,0,0
2006,8613841.93718493,0.0,0.0,246.447729882039,1765.23586679466,0.0,19080.6144213365,1450971.28166601,797157.916885736,33426.0203414768,0.0,45866.3992286875,1585956.61028939,4647480.75583796,2034.5030310792,0.0,18902.4396946394,10953.7121919431,0.0,7395032.41616077,0.37,1010.108,25.90333333333333,-1.04372476,-1.0085,0.02,-0.432,31.60625827134545,0,1,0,0,0,0,0,0
2007,7395032.41616077,0.0,0.0,0.0,0.0,0.0,23434.3713561369,1984955.74038946,2203107.66731632,458.718141125057,0.0,41158.6916349411,1050682.28676067,2059102.14848678,23089.7187714509,0.0,919.503272781277,8123.57003110408,0.0,7827635.4595457,0.55,1009.826,27.316666666666663,-0.1777491063333333,1.04775,-0.73,-0.162,31.794008518332863,0,1,0,0,0,0,0,0
2008,7827635.4595457,0.0,0.0,3.32312716231058e-09,3.32170020730123e-09,0.0,4350.02820269318,2789827.27312319,2552431.04308303,1520.44353693852,3.32458047471489e-09,39826.9787051398,1926995.45842106,511617.566211839,3.32170020730123e-09,0.0,561.928967763317,504.73929403023,0.0,12269670.9502186,-1.1,1009.304,25.12333333333333,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,31.23010551395701,0,1,0,0,0,0,0,0
2009,12269670.9502186,0.0,0.0,0.0,0.0,0.0,7819.50035493107,470725.912920338,3459265.92735207,18806.4585542119,0.0,36928.6230911097,6022979.23881917,2245895.78168719,4.43860439106627e-08,2270.42579910682,4979.08164040018,0.0,0.0,5145650.23625544,-3.96,1013.466,25.916666666666664,0.66514552,0.22425,-1.74,-0.584,31.84560984995828,0,1,0,0,0,0,0,0
2010,5145650.23625544,0.0,0.0,3.12528008365672e-09,3.1273589233668203e-09,0.0,8768.60212613613,144943.023788434,202329.242340627,4.69103838556098e-09,0.0,121161.372517706,2866201.43686753,1767627.19960324,5191.34149546036,739.501153505976,26666.7493505278,2021.76701225957,0.0,4604185.01678217,4.08,1006.49,28.136666666666667,1.6738658666666666,-2.6745,-0.0925,-1.524,31.85752287195689,0,1,0,0,0,0,0,0
2011,4604185.01678217,0.0,0.0,2.57111953659633e-09,2.5717631864888104e-09,0.0,317.09017605065,53088.1178603434,253935.80865245,19.3586781717316,0.0,71868.1472562349,1632027.24427534,2550952.98487324,375.097890835337,317.090178031256,33876.2193466646,7407.85759480064,0.0,5925626.757034,-0.62,1011.132,25.306666666666665,0.3997249266666667,-0.32875,-1.645,-1.782,31.665613395064625,0,1,0,0,0,0,0,0
2012,5925626.757034,0.0,0.0,1041.55888811593,2.87104155209394e-09,0.0,5486.43360982431,630407.672886358,429490.26636868,1720.04856738097,0.0,58269.8801653933,3377632.46120423,1370541.08966448,6192.51635238145,2175.13560871452,29958.3957552622,12711.2979631756,0.0,5125755.37234495,0.27,1010.324,25.83333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,31.83025782143892,0,1,0,0,0,0,0,0
2013,5125755.37234495,0.0,0.0,0.0,1.86799320159433e-08,0.0,10191.8428035865,305233.880903563,1090910.8896669,13.7813159541565,3.67829384284389e-07,122199.46925165,1104841.6710454,2457309.12044771,1.45288360147696e-08,1581.7737002089,21920.2000567129,11552.743152858,0.0,5081311.04511429,-0.12,1010.312,26.35333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,31.74731499401491,0,1,0,0,0,0,0,0
2014,5081311.04511429,0.0,7212.4344427028,990.815485980707,0.0,0.0,36548.0213264852,537683.00048149,488974.666187378,16.0596253710314,0.0,274215.928480775,2763497.81493963,943565.494165982,4010.97676092283,7959.83490829573,483.56350996682,16152.4347993101,0.0,8507572.7456945,-0.57,1009.804,26.326666666666668,-0.7239368633333333,0.439,-0.4325,0.468,31.63939226919145,0,1,0,0,0,0,0,0
2015,8507572.7456945,0.0,0.0,1969.76067164231,0.0,0.0,38196.9851487176,444733.708675485,671671.932151924,8427.64420514637,0.0,532951.359770309,5984739.94547245,785871.798473867,0.0,18840.545925236,20169.0651997259,0.0,0.0,9891849.24785532,0.34,1007.862,27.27,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,31.53939086287769,0,1,0,0,0,0,0,0
2016,9891849.24785532,0.0,0.0,0.0,0.0,0.0,162141.358191375,1977511.29768959,1095740.23201025,4.41986000970824e-09,0.0,353152.036129019,3901937.6373978,2345583.7658858,4.41986000970824e-09,1227.02802571272,54555.8925257666,4.45752417487103e-09,0.0,12441095.3321192,4.13,1006.588,29.130000000000003,0.0258715233333333,0.0627499999999999,0.9725,0.322,31.77866458181125,0,1,0,0,0,0,0,0
2017,12441095.3321192,0.0,0.0,0.0,0.0,0.0,102285.982580548,2859582.09145963,1278331.31161235,4106.94961929551,0.0,88058.609874914,4775925.40722803,3275009.22786268,0.0,2469.85270679388,42412.7934605158,12913.1057144599,0.0,6104312.17137071,-2.51,1010.256,26.356666666666666,-0.81415251,1.10825,0.1575,-0.1,31.667139850445647,0,1,0,0,0,0,0,0
2018,6104312.17137071,0.0,0.0,0.0,0.0,0.0,295277.618439475,2156590.67326633,1945680.95868316,2657.49168508189,0.140892024300811,73755.4757772283,467779.94524718,1137566.6002938,17.3885323943708,1622.34070230886,3721.57173843707,19641.9661132937,0.0,15434052.0365666,-2.2,1012.978,25.793333333333333,-2.1559666666666666,-0.292,-0.1149999999999999,-0.342,31.545427187165217,0,1,0,0,0,0,0,0
2019,15434052.0365666,0.0,0.0,0.0,0.0,0.0,29390.8851980707,11553433.8341857,2005941.47339356,17.9553134267796,0.0,66998.6597045834,1280264.21524663,495688.850694571,0.0,0.0,0.0,2316.16283009307,0.0,15597218.5285523,1.25,1009.398,27.47,-1.5390468766666667,0.6655000000000001,-0.4175,0.166,31.46749196123721,0,1,0,0,0,0,0,0
2020,15597218.5285523,0.0,0.0,0.0,0.0,0.0,181713.582601216,1774510.2812086,12280095.5372487,4.721276255179381e-09,0.0,168096.976623439,993180.676330513,198213.828141818,0.0,0.0,1407.64639798087,0.0,0.0,7368239.36632197,-2.05,1011.762,27.22,-2.1876051333333333,2.22225,-1.16,-0.914,31.71672009710056,0,1,0,0,0,0,0,0
2021,7368239.36632197,1.04953336824416e-06,1.05386757393904e-06,1.05477949097798e-06,1.05545447545353e-06,1.05977650384883e-06,294139.354668546,3928522.7479466,222244.908065718,0.0003697591320553,1.05977650384883e-06,366575.237912981,2276904.22296279,279852.891675747,0.0027092775856923,1.04953336824416e-06,1.05386757393904e-06,1.05477949097798e-06,1.05545447545353e-06,18151847.6369626,0.67,1010.636,25.65333333333333,-1.0642314366666668,-0.8255,-1.09,-1.754,31.832994930779755,0,1,0,0,0,0,0,0
2022,18151847.6369626,1.04152252413495e-06,1.0471611636405e-06,1.04769910514795e-06,1.0477141490113e-06,1.04223157253466e-06,36671.8840398416,5907225.24612331,4660092.63050085,4512.02416320789,1.04223157253466e-06,62869.5801339667,6744189.76279688,736199.305380208,1.0477141490113e-06,1.04152252413495e-06,87.203813901882,1.04769910514795e-06,1.0477141490113e-06,14814304.0242042,-0.47,1010.524,25.746666666666663,-1.8655508666666665,0.72375,-2.1725,-2.174,31.794433230784403,0,1,0,0,0,0,0,0
2023,14814304.0242042,1.01548450220041e-06,1.01675053915235e-06,1.01698421336846e-06,1.01690579954789e-06,1.0157534816967e-06,91287.913764004,265771.61952139,6441568.51341488,23654.8446071369,1.0157534816967e-06,140140.580718749,1017403.94675479,6832852.76314942,0.0002499297918428,1.01548450220041e-06,1623.84201478672,1.01698421336846e-06,1.01690579954789e-06,4629742.7343397,0.4238333333333333,1011.92,26.063333333333333,-1.9729653666666669,-0.37825,-1.8875,-2.586,31.93395661596042,0,1,0,0,0,0,0,0
1963,136350.697332423,0.0,0.0,8.50064278709058e-10,0.0,0.0,6.07240745511028e-10,75778.7868724637,37356.7304107639,0.0,0.0,6.07240745511028e-10,14002.1694942169,9213.01055497662,0.0,0.0,0.0,0.0,0.0,191054.089682969,2.32,1007.466,26.00333333333333,-0.2092234233333333,-1.25475,-0.06,-0.58,31.64945122733045,0,0,1,0,0,0,0,0
1964,191054.089682969,0.0,6.37365395189903e-10,263.850568283032,7.02969627072877e-08,0.0,0.0,41541.8841299536,90589.3051455239,0.0,0.0,106.338716830564,45064.4314373949,13488.279684912,0.0,0.0,0.0,0.0,0.0,297253.094768302,0.74,1009.076,27.33,0.6354695033333334,-0.4815,0.0725,-1.456,31.80659727552044,0,0,1,0,0,0,0,0
1965,297253.094768302,0.0,0.0,78.1022539671824,0.0,0.0,0.0,28373.4417361015,225973.2496451,0.0,0.0,0.0,26634.6342561283,16193.6668770054,0.0,0.0,0.0,0.0,0.0,310078.422112503,-1.62,1009.884,25.78,-0.7087546033333333,-1.07025,-0.5875,-0.202,31.792252405365904,0,0,1,0,0,0,0,0
1966,310078.422112503,0.0,0.0,860.108546994374,0.0,0.0,0.0,16810.8725739052,253124.411994176,8.94363532372869e-10,0.0,0.0,9652.72716855057,29630.3018288748,0.0,0.0,8.94363532372869e-10,0.0,0.0,412373.603097489,-1.88,1011.274,27.813333333333333,-0.8769983533333334,-1.3545,-0.4625,-0.258,31.76825843640228,0,0,1,0,0,0,0,0
1967,412373.603097489,0.0,104.711145004369,292.211728214678,2.74299743200465e-09,0.0,0.0,196557.533604264,200761.539802834,210.564834052736,0.0,0.0,5143.6676018194,9303.37438129663,0.0,0.0,0.0,0.0,0.0,290685.716349159,-0.17,1010.958,26.07333333333333,-0.6303692166666667,0.2925,-0.375,-1.22,31.952062863022533,0,0,1,0,0,0,0,0
1968,290685.716349159,0.0,1.4845061060071e-09,506.851533715247,1.37031353940696e-09,0.0,299.103495843334,124313.039761216,137345.660903698,1.37031353940696e-09,0.0,261.393820069712,22418.4062805172,5541.26055409494,0.0,0.0,0.0,0.0,0.0,759994.230441263,-0.4,1009.018,25.863333333333333,-0.5417895966666667,-0.2922499999999999,-0.36,0.0079999999999999,31.57690820409291,0,0,1,0,0,0,0,0
1969,759994.230441263,0.0,3.30751460755907e-09,4.70731716724397e-09,0.0,0.0,3.1795026519644403e-09,319406.427166208,325005.492834017,0.0,0.0,4.451303712057011e-09,103991.00089101,11591.309550007,0.0,0.0,0.0,5.21621631999123e-09,0.0,522005.614333074,-2.72,1010.83,27.53,-1.3884037466666663,-2.1115,-0.8574999999999999,-0.516,31.719780758245665,0,0,1,0,0,0,0,0
