Year,Total_Returns,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass_3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4,Total_Returns_NextYear,Pacea_ALPI_Anomaly,npi_mean_NovMar,oni_mean_DecFeb,mei_mean_AprSep,npgo_mean_DecFeb,ao_mean_DecMar,pdo_mean_DecMar,pdo_mean_MaySep,sst_aprjul,sst_anom,sss_mayaug,total_spawners_y_minus_2,total_spawners_y_minus_3,total_spawners_y_minus_4,total_spawners_y_minus_2_to_4,River_Alagnak,River_Egegik,River_Igushik,River_Kvichak,River_Naknek,River_Nushagak,River_Wood
2003,3217355.65031874,0.0,0.0,0.0,0.0,0.0,542.222255996593,162299.808215507,76433.635755037,15.5161917377248,1.5167680165318e-09,171813.956523938,490761.377167058,2069386.18113183,3087.50585866513,89.1577399621296,233786.730574653,9139.55890435605,0.0,11642669.2721425,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,968872.0,1032138.0,1730000.0,3731010.0,0,1,0,0,0,0,0
2004,11642669.2721425,0.0,0.0,0.4730395938071,0.0,0.0,0.0,1302473.62393083,395983.316397645,3.03085665828841,0.0,25104.9157361549,9207076.01868299,654091.752303933,2145.17180051234,0.0,15139.1570236541,40651.5993548847,0.213015656059472,9402204.39224947,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,1036092.0,968872.0,1032138.0,3037102.0,0,1,0,0,0,0,0
2005,9402204.39224947,0.0,0.0,0.524640857122555,0.0,0.0,27641.4097930203,292655.805574131,2432554.43428977,207.316354514569,0.0,47658.7306920056,3546271.31298221,3035602.31866861,954.206716835473,0.0,18602.3165220426,56.0160154707099,0.0,8613841.93718493,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,1150000.0,1036092.0,968872.0,3154964.0,0,1,0,0,0,0,0
2006,8613841.93718493,0.0,0.0,246.447729882039,1765.23586679466,0.0,19080.6144213365,1450971.28166601,797157.916885736,33426.0203414768,0.0,45866.3992286875,1585956.61028939,4647480.75583796,2034.5030310792,0.0,18902.4396946394,10953.7121919431,0.0,7395032.41616077,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,1290000.0,1150000.0,1036092.0,3476092.0,0,1,0,0,0,0,0
2007,7395032.41616077,0.0,0.0,0.0,0.0,0.0,23434.3713561369,1984955.74038946,2203107.66731632,458.718141125057,0.0,41158.6916349411,1050682.28676067,2059102.14848678,23089.7187714509,0.0,919.503272781277,8123.57003110408,0.0,7827635.4595457,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,1621734.0,1290000.0,1150000.0,4061734.0,0,1,0,0,0,0,0
2008,7827635.4595457,0.0,0.0,3.32312716231058e-09,3.32170020730123e-09,0.0,4350.02820269318,2789827.27312319,2552431.04308303,1520.44353693852,3.32458047471489e-09,39826.9787051398,1926995.45842106,511617.566211839,3.32170020730123e-09,0.0,561.928967763317,504.73929403023,0.0,12269670.9502186,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,1465158.0,1621734.0,1290000.0,4376892.0,0,1,0,0,0,0,0
2009,12269670.9502186,0.0,0.0,0.0,0.0,0.0,7819.50035493107,470725.912920338,3459265.92735207,18806.4585542119,0.0,36928.6230911097,6022979.23881917,2245895.78168719,4.43860439106627e-08,2270.42579910682,4979.08164040018,0.0,0.0,5145650.23625544,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,1430000.0,1465158.0,1621734.0,4516892.0,0,1,0,0,0,0,0
2010,5145650.23625544,0.0,0.0,3.12528008365672e-09,3.1273589233668203e-09,0.0,8768.60212613613,144943.023788434,202329.242340627,4.69103838556098e-09,0.0,121161.372517706,2866201.43686753,1767627.19960324,5191.34149546036,739.501153505976,26666.7493505278,2021.76701225957,0.0,4604185.01678217,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,1260000.0,1430000.0,1465158.0,4155158.0,0,1,0,0,0,0,0
2011,4604185.01678217,0.0,0.0,2.57111953659633e-09,2.5717631864888104e-09,0.0,317.09017605065,53088.1178603434,253935.80865245,19.3586781717316,0.0,71868.1472562349,1632027.24427534,2550952.98487324,375.097890835337,317.090178031256,33876.2193466646,7407.85759480064,0.0,5925626.757034,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,1150000.0,1260000.0,1430000.0,3840000.0,0,1,0,0,0,0,0
2012,5925626.757034,0.0,0.0,1041.55888811593,2.87104155209394e-09,0.0,5486.43360982431,630407.672886358,429490.26636868,1720.04856738097,0.0,58269.8801653933,3377632.46120423,1370541.08966448,6192.51635238145,2175.13560871452,29958.3957552622,12711.2979631756,0.0,5125755.37234495,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,927000.0,1150000.0,1260000.0,3337000.0,0,1,0,0,0,0,0
2013,5125755.37234495,0.0,0.0,0.0,1.86799320159433e-08,0.0,10191.8428035865,305233.880903563,1090910.8896669,13.7813159541565,3.67829384284389e-07,122199.46925165,1104841.6710454,2457309.12044771,1.45288360147696e-08,1581.7737002089,21920.2000567129,11552.743152858,0.0,5081311.04511429,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,961200.0,927000.0,1150000.0,3038200.0,0,1,0,0,0,0,0
2014,5081311.04511429,0.0,7212.4344427028,990.815485980707,0.0,0.0,36548.0213264852,537683.00048149,488974.666187378,16.0596253710314,0.0,274215.928480775,2763497.81493963,943565.494165982,4010.97676092283,7959.83490829573,483.56350996682,16152.4347993101,0.0,8507572.7456945,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,1230000.0,961200.0,927000.0,3118200.0,0,1,0,0,0,0,0
2015,8507572.7456945,0.0,0.0,1969.76067164231,0.0,0.0,38196.9851487176,444733.708675485,671671.932151924,8427.64420514637,0.0,532951.359770309,5984739.94547245,785871.798473867,0.0,18840.545925236,20169.0651997259,0.0,0.0,9891849.24785532,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,1110000.0,1230000.0,961200.0,3301200.0,0,1,0,0,0,0,0
1984,299792.021404745,0.0,6.55516466268648e-10,6.55517515563815e-10,2.84059338841657e-09,0.0,0.0,14270.1654453668,263564.849421988,72.9350434237143,0.0,0.0,10184.308465902,11699.7630280599,0.0,0.0,0.0,0.0,0.0,643146.426634462,1.68,1006.28,26.01333333333333,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.80035350571817,423768.0,591144.0,1987530.0,3002442.0,0,0,1,0,0,0,0
1985,643146.426634462,0.0,1.34971616509512e-09,2.0245998390390204e-09,1.34971261714412e-09,0.0,0.0,243467.375443037,353924.090564759,1.34971261714412e-09,0.0,0.0,34536.6613368393,11078.4693004255,0.0,0.0,139.829989395492,0.0,0.0,609140.887721097,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,180438.0,423768.0,591144.0,1195350.0,0,0,1,0,0,0,0
1986,609140.887721097,8.16102238462998e-10,1151.04486380949,6543.61121206381,1.63225306519793e-09,0.0,0.0,50848.0992580861,502783.45522623,1.36021088766494e-09,0.0,0.0,6742.42780413489,41072.2493567692,0.0,0.0,0.0,0.0,0.0,471444.664514473,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,184872.0,180438.0,423768.0,789078.0,0,0,1,0,0,0,0
1987,471444.664514473,0.0,5.75714285556212e-10,8.6356600455496e-10,1.3327555120356e-07,0.0,0.0,105984.417151556,272741.457669263,51416.1886769236,0.0,0.0,7066.80258255463,34235.7984340408,0.0,0.0,0.0,0.0,0.0,293251.486183226,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,212454.0,184872.0,180438.0,577764.0,0,0,1,0,0,0,0
1988,293251.486183226,0.0,7.35344898649055e-10,232.234158408501,27.0039719087989,0.0,0.0,30298.4194229752,247075.199373522,1044.65956760018,0.0,0.0,6210.5613509351,8363.40833787563,0.0,0.0,0.0,0.0,0.0,906594.833336457,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,307728.0,212454.0,184872.0,705054.0,0,0,1,0,0,0,0
1989,906594.833336457,0.0,2705.28109341116,6292.87966025377,1.36053443432536e-09,0.0,0.0,395497.523860395,419160.866030141,1685.22922434237,0.0,0.0,52282.1071146441,28970.9463532685,0.0,0.0,0.0,0.0,0.0,876172.314090937,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,169236.0,307728.0,212454.0,689418.0,0,0,1,0,0,0,0
1990,876172.314090937,0.0,1606.6307207106,8614.62738869241,9.16850316423885e-10,0.0,0.0,157348.044964435,639187.667843652,3266.73606753546,0.0,0.0,50115.516454388,16033.0906515222,0.0,0.0,0.0,0.0,0.0,1645838.46758343,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,170454.0,169236.0,307728.0,647418.0,0,0,1,0,0,0,0
1991,1645838.46758343,0.0,2.04860493785753e-09,12589.1074267564,2212.73448751682,0.0,0.0,75587.8467581789,1497275.24200159,5888.64259399204,0.0,0.0,9445.27791610853,41159.6814807239,1679.93491855825,0.0,0.0,0.0,0.0,470347.579550268,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,462000.0,170454.0,169236.0,801690.0,0,0,1,0,0,0,0
1992,470347.579550268,0.0,144.841143781883,9.06152263567841e-10,1.20808616714529e-09,0.0,0.0,105973.281997585,338280.673118261,7474.88474317199,0.0,0.0,2144.56089346305,15520.4950934021,808.842560601275,0.0,0.0,0.0,0.0,717075.486430648,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,366000.0,462000.0,170454.0,998454.0,0,0,1,0,0,0,0
1993,717075.486430648,0.0,45.6804474145342,2990.51043868036,91.3608948281795,0.0,165.670651491918,213200.354151432,479542.117997172,5679.35336972706,0.0,0.0,5733.940598463,9626.49788143917,0.0,0.0,0.0,0.0,0.0,906828.270858712,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,756000.0,366000.0,462000.0,1584000.0,0,0,1,0,0,0,0
1994,906828.270858712,0.0,9.57614929405963e-10,3116.15784438149,1.27693992621878e-09,0.0,0.0,138197.883361157,693503.072953698,1658.94876910547,0.0,0.0,48454.0404572186,21898.1674731482,1.27693992621878e-09,0.0,0.0,0.0,0.0,1184424.80378831,-0.63,1010.356,26.8,0.5266666666666667,-1.9444107,0.15675,0.53,-0.53,5.565114378929138,-0.0416538762323783,31.59085414658731,304920.0,756000.0,366000.0,1426920.0,0,0,1,0,0,0,0
1995,1184424.80378831,0.0,1.05696011909956e-09,905.465671363531,1.05696679416289e-09,0.0,0.0,170952.823657194,883940.866873795,5197.71816079957,0.0,0.0,95134.7841836071,28293.1452415438,0.0,0.0,0.0,0.0,0.0,942695.899808423,1.59,1008.562,27.66333333333333,-0.2749999999999999,-1.02555351,0.6405000000000001,-0.65,0.806,5.187888652086258,-0.4188796030752586,31.3801078725217,406000.0,304920.0,756000.0,1466920.0,0,0,1,0,0,0,0
1996,942695.899808423,0.0,9.04071788995778e-10,2985.02021338058,9.03988776946727e-10,0.0,0.0,30018.2271236571,798731.025340402,2186.49814563313,0.0,0.0,2065.11765559716,106710.011329751,0.0,0.0,0.0,0.0,0.0,208758.545280871,0.86,1007.772,25.84,-0.7166666666666667,-0.49204,-1.16175,0.8275,0.642,5.587652027606964,-0.0191162275545524,31.49750472538507,445920.0,406000.0,304920.0,1156840.0,0,0,1,0,0,0,0
1997,208758.545280871,0.0,0.0,4.83298717389584e-10,4.83305795313386e-10,0.0,0.0,100425.513591718,91713.7599861677,2463.83262360984,6.74349036519306e-08,0.0,5334.91141250786,8820.52766679834,4.83305795313386e-10,0.0,0.0,4.83298717389584e-10,0.0,426033.707533433,0.49,1008.67,26.23333333333333,1.653333333333333,-1.3694127,0.2004999999999999,0.2725,1.94,6.3439734280109406,0.737205172849424,31.624789593824698,473000.0,445920.0,406000.0,1324920.0,0,0,1,0,0,0,0
1998,426033.707533433,0.0,6.03768592603128e-10,6.03768594625561e-10,6.03768883161146e-10,0.0,6.037691620358201e-10,163636.987936597,239150.727432154,322.660815876385,0.0,6.037691620358201e-10,13736.6722076451,9186.65914115653,6.03768883161146e-10,0.0,6.03768592603128e-10,0.0,0.0,859317.7453408,4.58,1005.478,28.87333333333333,0.1016666666666666,0.8962181933333333,-0.64725,1.2125,-1.068,6.23176634311676,0.6249980879552437,31.431184370126296,401000.0,473000.0,445920.0,1319920.0,0,0,1,0,0,0,0
1999,859317.7453408,0.0,0.0,0.0,0.0,0.0,0.0,376061.832221647,435418.545791522,1.07571127520893e-09,0.0,0.0,42975.8617437235,4861.50558390441,1.79285212466396e-09,0.0,0.0,0.0,0.0,982740.228025599,0.13,1009.446,25.21333333333333,-1.1866666666666663,1.38527183,0.1132499999999999,-1.0275,-2.122,3.3756258487701416,-2.231142406391375,31.67090238030277,127704.0,401000.0,473000.0,1001704.0,0,0,1,0,0,0,0
2000,982740.228025599,0.0,0.0,0.0,0.0,0.0,0.0,77031.8964232781,881255.914116359,1000.86348956776,0.0,0.0,6531.07891277216,16920.4750836216,0.0,0.0,0.0,0.0,0.0,818733.372017471,0.26,1008.446,25.11,-0.675,1.5269583,0.7345,-1.515,-1.218,5.518519550561905,-0.0882487045996116,31.34106679460896,215904.0,127704.0,401000.0,744608.0,0,0,1,0,0,0,0
2001,818733.372017471,0.0,0.0,1199.1518253965,0.0,0.0,1.2230519753463102e-09,1926.56180904292,800392.988632161,5961.03016022248,0.0,0.0,807.341147153337,8446.29844349383,0.0,0.0,0.0,0.0,0.0,199683.679011514,1.5,1007.084,25.98333333333333,-0.2383333333333333,2.660991533333333,-1.4055,0.015,-1.642,6.056779623031616,0.4500113678700996,31.62734210313256,446000.0,215904.0,127704.0,789608.0,0,0,1,0,0,0,0
2002,199683.679011514,0.0,0.0,0.0,0.0,0.0,0.0,130362.457260891,51668.3298701699,2786.90965686564,0.0,4.60979489960032e-10,9522.01187852342,5343.9703450639,0.0,0.0,0.0,0.0,0.0,492184.328001902,-0.37,1009.196,26.52,0.3616666666666667,2.0203324,0.56625,-1.08,-0.658,6.538191825151444,0.9314235699899268,31.835213461918617,413000.0,446000.0,215904.0,1074904.0,0,0,1,0,0,0,0
2003,492184.328001902,0.0,0.0,0.0,0.0,0.0,9.94390675147518e-10,60852.4275762939,393266.121615957,1857.40525811449,0.0,66.9697353635688,2906.78976450378,33171.4834414478,63.1306102204961,0.0,0.0,0.0,0.0,268355.560747262,2.8,1005.066,27.56,-0.0966666666666666,1.86609866,-0.25075,1.315,0.124,6.117218613624573,0.5104503584630562,31.29076632456993,409596.0,413000.0,446000.0,1268596.0,0,0,1,0,0,0,0
2004,268355.560747262,0.0,0.0,0.0,0.0,0.0,0.0,53303.0136318962,146840.919245309,2298.22421432417,9.55406655787382e-10,0.0,58392.8420601181,7520.56159561164,9.55377142057812e-10,0.0,0.0,9.55472064418674e-10,0.0,801087.329199251,2.83,1008.564,27.0,0.1233333333333333,0.38554044,-0.65775,-0.3775,0.16,6.222519844770432,0.615751589608915,31.535762359846885,123156.0,409596.0,413000.0,945752.0,0,0,1,0,0,0,0
2005,801087.329199251,0.0,0.0,0.0,0.0,0.0,1.1284739664544e-09,31827.31825472,660546.341476364,1.12867247876815e-09,0.0,0.0,12377.2904288214,96336.3790393421,1.12867247876815e-09,0.0,0.0,0.0,0.0,727744.172402435,0.9,1008.15,27.293333333333333,0.0866666666666666,-1.5064687166666668,-0.25825,-0.025,0.182,6.863881886005402,1.257113630843885,31.446986433285385,194088.0,123156.0,409596.0,726840.0,0,0,1,0,0,0,0
2006,727744.172402435,0.0,1.75764832834001e-09,1.75764320575432e-09,391.696598652748,0.0,1.75764811589342e-09,235172.32722565,442819.634474873,3390.73997377947,0.0,0.0,7801.61810371995,38168.1560257532,0.0,1.75764811589342e-09,0.0,0.0,0.0,1022674.96220155,0.37,1010.108,25.90333333333333,0.0016666666666666,-1.04372476,-1.0085,0.02,-0.432,5.3635267317295074,-0.2432415234320091,31.60625827134545,109650.0,194088.0,123156.0,426894.0,0,0,1,0,0,0,0
2007,1022674.96220155,0.0,0.0,0.0,0.0,0.0,1.21480173285298e-09,772529.875114685,202313.468254466,2902.69718406513,2.89730580812113e-07,0.0,40568.4355266669,4360.48612137021,1.21480250596785e-09,0.0,0.0,0.0,1.21480250596785e-09,1889371.76755295,0.55,1009.826,27.316666666666663,-0.7116666666666667,-0.1777491063333333,1.04775,-0.73,-0.162,5.147193297743797,-0.4595749574177192,31.794008518332863,366000.0,109650.0,194088.0,669738.0,0,0,1,0,0,0,0
2008,1889371.76755295,0.0,1.13119719165744e-09,1.69679552187024e-09,1.69679554073185e-09,0.0,1.69679526550604e-09,596355.805920487,1273848.23723212,5339.89007832264,0.0,0.0,2016.94714179297,11810.8871802246,0.0,0.0,0.0,0.0,0.0,1585347.9934337,-1.1,1009.304,25.12333333333333,-0.9516666666666668,0.8532889033333333,0.7909999999999999,-1.2725,-1.83,4.132083684206009,-1.4746845709555076,31.23010551395701,305268.0,366000.0,109650.0,780918.0,0,0,1,0,0,0,0
2009,1585347.9934337,0.0,0.0,0.0,0.0,0.0,1.10618233898646e-09,326356.128009367,1202309.41578869,755.919060135027,0.0,0.0,16999.2444411081,38927.2861344,0.0,0.0,0.0,0.0,0.0,1407871.09000719,-3.96,1013.466,25.916666666666664,-0.0066666666666666,0.66514552,0.22425,-1.74,-0.584,4.4400522112846375,-1.166716043876879,31.84560984995828,415452.0,305268.0,366000.0,1086720.0,0,0,1,0,0,0,0
2010,1407871.09000719,0.0,1.09163902271005e-09,1066.22578903408,1.09164562315052e-09,0.0,0.0,187979.077791814,1169822.40676128,1105.8794948386,0.0,0.0,28673.866372149,18650.0163059104,0.0,573.617492156916,0.0,0.0,0.0,1015858.07373291,4.08,1006.49,28.136666666666667,-1.3316666666666666,1.6738658666666666,-2.6745,-0.0925,-1.524,4.517939180135727,-1.0888290750257896,31.85752287195689,1050000.0,415452.0,305268.0,1770720.0,0,0,1,0,0,0,0
2011,1015858.07373291,0.0,1.10808137166561e-09,1.1080813591187702e-09,0.0,0.0,1.15979149481922e-07,160642.145531697,782302.549399953,2298.42867826128,0.0,0.0,18501.216883357,51682.8267310651,0.0,0.0,430.906508461807,0.0,0.0,507189.868172084,-0.62,1011.132,25.306666666666665,-1.096666666666667,0.3997249266666667,-0.32875,-1.645,-1.782,4.97808238863945,-0.6286858665220665,31.665613395064625,514188.0,1050000.0,415452.0,1979640.0,0,0,1,0,0,0,0
2012,507189.868172084,0.0,6.21153745530883e-10,1.2423106107659e-09,8.2820494768484e-10,0.0,0.0,52686.8609321367,422953.075313434,2195.83484509148,0.0,0.0,16132.629716044,13221.4673653744,8.2820494768484e-10,0.0,0.0,0.0,0.0,692621.209994944,0.27,1010.324,25.83333333333333,-0.1583333333333333,0.471165961,0.7505000000000001,-1.815,-2.348,3.803842842578888,-1.8029254125826288,31.83025782143892,518040.0,514188.0,1050000.0,2082228.0,0,0,1,0,0,0,0
2013,692621.209994944,0.0,0.0,9.58545700894304e-10,0.0,0.0,6.39022566349399e-10,132117.475713107,513178.233217814,969.744617132663,0.0,0.0,38404.991747177,7950.76469971137,0.0,0.0,0.0,0.0,0.0,1436716.91799332,-0.12,1010.312,26.35333333333333,-0.6233333333333333,1.1171110666666666,-1.63775,-1.3275,-1.098,5.305785238742828,-0.3009830164186882,31.74731499401491,421380.0,518040.0,514188.0,1453608.0,0,0,1,0,0,0,0
2014,1436716.91799332,0.0,810.74395629305,1.03931773283369e-09,1.0393143059579e-09,0.0,1.03930486407699e-09,567822.62424548,752041.381145879,2844.02109371285,0.0,1.03930486407699e-09,56133.8770801535,56731.612785297,332.657686497096,0.0,0.0,0.0,0.0,1643325.82406809,-0.57,1009.804,26.326666666666668,0.0383333333333333,-0.7239368633333333,0.439,-0.4325,0.468,6.838876903057098,1.2321086478955818,31.63939226919145,193326.0,421380.0,518040.0,1132746.0,0,0,1,0,0,0,0
2015,1643325.82406809,0.0,389.184475234677,1.4139071896836e-09,0.0,0.0,9.42662574591764e-10,507823.437922088,1132808.39252148,1.41391165806611e-09,0.0,0.0,500.242195400093,1804.56695388163,1.8852155434132e-09,0.0,0.0,0.0,0.0,1850333.7032025,0.34,1007.862,27.27,1.5233333333333334,-0.7725732833333334,1.09625,1.5550000000000002,0.8999999999999999,7.051612854003906,1.4448445988423897,31.53939086287769,387000.0,193326.0,421380.0,1001706.0,0,0,1,0,0,0,0
1984,23930917.9594445,0.0,0.0,8.5232215299991e-09,4.26713311270127e-09,0.0,0.0,2539066.59168197,2470065.01013749,8.53426622542202e-09,0.0,13602.8583166852,17920528.0470085,987655.452299806,0.0,0.0,8.50298727414191e-09,8.5232215299991e-09,0.0,14093497.2886078,1.68,1006.28,26.01333333333333,-0.2866666666666667,-0.1640481899999999,-0.3995,1.4825,0.116,5.851268410682678,0.2445001555211616,31.80035350571817,1134840.0,1754358.0,22505268.0,25394466.0,0,0,0,1,0,0,0
1985,14093497.2886078,0.0,0.0,5260.61352894361,0.0,0.0,3.924806862391271e-09,745204.880337452,1385037.26297717,3.924922930106e-09,0.0,3.924806862391271e-09,8291131.05502916,3664906.08951518,3.924922930106e-09,0.0,3.92501451766264e-09,1957.38721986888,0.0,2012448.61164036,-1.64,1010.006,25.64333333333333,-0.635,0.170517743,-0.81225,0.3725,0.002,4.103607922792435,-1.503160332369082,31.674259449119,3569982.0,1134840.0,1754358.0,6459180.0,0,0,0,1,0,0,0
1986,2012448.61164036,0.0,0.0,2.16016775761852e-09,0.0,0.0,909.035453072869,492725.220202652,188998.296795344,2963.28645240393,0.0,530.635307810801,962184.743911971,364137.393517099,2.16330005230956e-09,0.0,2.16152193846479e-09,0.0,0.0,10318113.2551303,5.2,1004.794,26.156666666666663,0.315,-1.2994893666666667,-0.87225,1.13,0.46,4.293108284473419,-1.3136599706880974,31.78162238135267,10490670.0,3569982.0,1134840.0,15195492.0,0,0,0,1,0,0,0
1987,10318113.2551303,968.797136142652,6.31701249999348e-09,6.306401056514571e-09,2.51578229239952e-09,0.0,3.820244427117e-09,9267004.55534506,385822.910209325,3.77367343911666e-09,0.0,2975.84575186305,514201.0486565,147140.098031387,2.51578229239952e-09,0.0,3.79020750020304e-09,0.0,0.0,6860048.61236509,3.62,1005.968,27.80333333333333,1.7283333333333333,0.3326573833333333,-1.07675,1.4975,1.086,5.768152952194214,0.1613846970326973,31.528236524382635,7211046.0,10490670.0,3569982.0,21271698.0,0,0,0,1,0,0,0
1988,6860048.61236509,0.0,3827.45086049738,1184.40414731533,2.1783620710883e-09,0.0,7558.72602900398,2578692.80069278,2995169.76133723,4844.0764572308,0.0,46572.4199975416,1111077.28268785,111121.69015563,2.1783620710883e-09,0.0,2.1769414475384302e-09,2.17756725401237e-09,0.0,20484408.0004728,1.21,1008.134,27.406666666666663,-1.16,0.8647857866666667,-0.383,0.5325,-0.286,5.871588349342346,0.2648200941808296,31.48124515476512,1179322.0,7211046.0,10490670.0,18881038.0,0,0,0,1,0,0,0
1989,20484408.0004728,0.0,1587.56038814736,6640.510988188,6.6531340852120205e-09,0.0,4.471635539861661e-09,1051304.82291986,1438442.50166142,4091.96516537744,1.32678661678509e-08,36966.3804388296,17559241.7863788,386132.472532183,6.6531340852120205e-09,4.471635539861661e-09,4.4426070467616e-09,4.4418370372214305e-09,0.0,18192988.9596541,-2.68,1011.742,24.93,-0.8966666666666667,0.90987403,2.3985,-1.0175,-0.0859999999999999,5.350692093372345,-0.2560761617891716,31.32763057680272,6065880.0,1179322.0,7211046.0,14456248.0,0,0,0,1,0,0,0
1990,18192988.9596541,0.0,28974.2624325333,22026.8314552108,0.0,0.0,7294.42560205342,652916.622529594,959015.790900485,9.43234379416995e-09,0.0,4.76627275555421e-09,14851620.6994626,1663050.62238422,8089.70488736954,0.0,4.7317584826148114e-09,4.7229128084279404e-09,0.0,8613126.79315834,-0.87,1010.906,26.686666666666667,0.1116666666666666,-0.0613260966666666,1.68725,-0.76,-0.314,5.563302576541901,-0.0434656786196159,31.69971599151839,4065216.0,6065880.0,1179322.0,11310418.0,0,0,0,1,0,0,0
1991,8613126.79315834,0.0,8518.16948857999,55116.4433630764,371.228480372931,0.0,6197.61222548967,4715391.65107696,868158.917998469,3134.18761091773,0.0,32611.8788612374,1539423.85730161,1382907.30562953,3.869604550474681e-09,0.0,1295.54112209024,3.8681767470652306e-09,0.0,10628639.8065646,0.45,1011.244,27.036666666666665,0.5566666666666666,-0.86051957,0.1492499999999999,-1.5550000000000002,-1.136,5.56310647726059,-0.0436617779009269,31.505268965194475,8317500.0,4065216.0,6065880.0,18448596.0,0,0,0,1,0,0,0
1992,10628639.8065646,0.0,31828.455428621,23769.260024637,6575.38319192588,0.0,3333.19576178907,3035791.52389429,2193830.71264806,22539.6981875725,0.0,17857.5404533036,4276085.75760363,1007435.7119005,8513.45152961269,0.0,4.68066521666186e-09,1079.11594065577,0.0,8064870.93020834,2.14,1006.456,28.363333333333333,1.0266666666666666,-0.05881037,1.06725,0.04,1.056,5.197712630033493,-0.4090556251280235,31.42808303548329,6970020.0,8317500.0,4065216.0,19352736.0,0,0,0,1,0,0,0
1993,8064870.93020834,0.0,5138.25148093314,59852.4957986372,981.354248910715,0.0,2740.68459058778,1860643.86705856,1958434.41272523,3167.84567306744,0.0,146492.581695451,3698337.32271235,329082.114224602,5.09425182202934e-09,0.0,5.09424380808893e-09,5.09424764383698e-09,0.0,21592336.7833691,-0.94,1008.754,26.82333333333333,1.0116666666666667,-2.2754968,1.5175,0.0775,1.686,5.852703154087067,0.2459348989255501,31.46903316298528,4222788.0,6970020.0,8317500.0,19510308.0,0,0,0,1,0,0,0
